,Start,End,DeltaBz,Duration,MeanVx
121,2018-08-10 19:51:49.750,2018-08-10 19:51:54.250,-6.3835735,4.5,125.65934753417967
122,2018-08-10 22:05:05.250,2018-08-10 22:05:11.750,6.429783,6.5,-194.4918975830078
123,2018-08-15 11:59:56.250,2018-08-15 12:00:03.750,34.908516,7.5,-311.3101806640625
124,2018-08-15 12:00:09.750,2018-08-15 12:00:12.750,18.215885,3.0,-767.2393798828125
125,2018-08-15 12:04:23.250,2018-08-15 12:04:25.250,6.099066,2.0,-58.62679290771485
126,2018-08-19 05:29:08.750,2018-08-19 05:29:31.750,-7.822077,23.0,53.51600646972656
127,2018-08-19 17:34:15.750,2018-08-19 17:34:19.750,-4.6029696,4.0,111.87017822265624
128,2018-08-20 18:30:09.750,2018-08-20 18:30:27.750,4.122657,18.0,-57.24629211425781
129,2018-08-20 18:46:52.750,2018-08-20 18:46:59.250,-6.9507065,6.5,77.76289367675781
130,2018-08-21 11:00:56.750,2018-08-21 11:01:02.250,4.2712135,5.5,-270.5522766113281
131,2018-08-21 13:10:31.750,2018-08-21 13:10:37.250,-3.5378304,5.5,196.01109313964844
132,2018-08-24 10:49:35.250,2018-08-24 10:49:40.750,2.069491,5.5,-122.80148315429688
133,2018-08-27 08:40:03.250,2018-08-27 08:40:06.750,-3.1014104,3.5,222.3768615722656
134,2018-08-27 09:00:48.750,2018-08-27 09:00:52.250,-12.351114,3.5,302.7684020996094
135,2018-08-27 09:18:16.750,2018-08-27 09:18:21.750,-17.806995,5.0,438.3699035644531
136,2018-08-27 09:21:07.750,2018-08-27 09:21:11.750,-16.885366,4.0,322.11187744140625
137,2018-08-27 09:29:22.750,2018-08-27 09:29:26.250,-6.533821,3.5,286.2220153808594
138,2018-08-27 09:39:41.750,2018-08-27 09:39:44.250,-2.8028126,2.5,416.3317260742188
139,2018-08-27 09:45:01.750,2018-08-27 09:45:04.250,-1.4775786,2.5,404.5979309082031
140,2018-08-27 11:35:01.250,2018-08-27 11:35:05.250,-3.8820794,4.0,93.43085479736328
141,2018-08-27 11:41:06.750,2018-08-27 11:41:08.750,10.623851,2.0,-545.5628051757812
142,2018-08-27 11:41:22.250,2018-08-27 11:41:31.750,-2.5139832,9.5,41.96300506591797
143,2018-08-27 11:41:57.750,2018-08-27 11:42:06.750,9.773385,9.0,-125.67342376708984
144,2018-08-27 13:11:14.750,2018-08-27 13:11:17.750,-0.84574413,3.0,253.8502655029297
145,2018-08-27 13:19:29.750,2018-08-27 13:19:31.750,-5.3122125,2.0,672.1426391601562
146,2018-08-27 13:24:52.750,2018-08-27 13:24:56.250,-7.1643476,3.5,294.0430603027344
147,2018-08-27 17:31:04.250,2018-08-27 17:31:19.750,-5.5368643,15.5,244.07850646972656
148,2018-08-30 10:28:39.750,2018-08-30 10:28:46.250,3.2287807,6.5,-48.64023208618164
149,2018-09-05 10:50:42.750,2018-09-05 10:50:50.250,8.339283,7.5,-313.8683776855469
150,2018-09-05 10:52:20.750,2018-09-05 10:52:26.250,4.8675404,5.5,-383.45166015625
