,Start,End,DeltaBz,Duration
301,2017-08-10 13:25:32.750,2017-08-10 13:25:44.750,4.90615,12.0
302,2017-08-10 14:30:51.250,2017-08-10 14:30:55.250,-3.2561593,4.0
303,2017-08-12 05:24:10.250,2017-08-12 05:24:13.750,-1.7452099,3.5
304,2017-08-15 06:19:58.750,2017-08-15 06:20:05.250,7.0090017,6.5
305,2017-08-15 07:23:07.250,2017-08-15 07:23:14.750,-6.352931,7.5
306,2017-08-18 09:00:52.750,2017-08-18 09:01:11.250,5.891146,18.5
307,2017-08-18 09:01:28.250,2017-08-18 09:01:30.750,2.9887938,2.5
308,2017-08-18 09:02:44.750,2017-08-18 09:02:51.750,13.655033,7.0
309,2017-08-18 10:35:08.750,2017-08-18 10:35:10.250,11.842955,1.5
310,2017-08-18 14:12:32.250,2017-08-18 14:12:38.750,-15.990927,6.5
311,2017-08-18 17:08:21.750,2017-08-18 17:08:40.250,3.0424027,18.5
312,2017-08-18 17:10:20.250,2017-08-18 17:10:27.250,-6.438382,7.0
313,2017-08-18 17:11:56.250,2017-08-18 17:12:01.250,-13.867648,5.0
314,2017-08-18 17:12:21.750,2017-08-18 17:12:24.250,7.6097255,2.5
315,2017-08-21 06:33:08.750,2017-08-21 06:33:15.250,2.8813462,6.5
316,2017-08-21 06:33:38.250,2017-08-21 06:33:39.750,2.2012527,1.5
317,2017-08-21 08:06:30.250,2017-08-21 08:06:33.750,-0.55866295,3.5
318,2017-08-21 11:18:26.250,2017-08-21 11:18:40.750,2.3997135,14.5
319,2017-08-21 12:10:58.750,2017-08-21 12:11:07.250,-3.6411772,8.5
320,2017-08-21 12:12:02.250,2017-08-21 12:12:07.250,5.3998938,5.0
321,2017-08-21 12:13:38.250,2017-08-21 12:13:46.750,-2.073645,8.5
322,2017-08-21 12:59:34.750,2017-08-21 12:59:39.250,6.3495235,4.5
323,2017-08-21 13:07:45.250,2017-08-21 13:07:51.250,-9.952612,6.0
324,2017-08-21 17:10:11.250,2017-08-21 17:10:19.750,13.988384,8.5
325,2017-08-21 17:58:53.250,2017-08-21 17:58:57.250,-4.7579575,4.0
326,2017-08-24 05:02:06.250,2017-08-24 05:02:28.250,8.918663,22.0
