,Start,End,DeltaBz,Duration
331,2018-09-05 12:13:39.750,2018-09-05 12:13:46.750,-7.142804,7.0
332,2018-09-05 14:22:57.250,2018-09-05 14:23:01.250,-6.4920797,4.0
333,2018-09-08 11:58:29.250,2018-09-08 11:58:47.250,4.6544576,18.0
334,2018-09-08 13:40:14.750,2018-09-08 13:40:19.750,4.53479,5.0
335,2018-09-08 14:01:50.750,2018-09-08 14:01:52.750,-1.5744872,2.0
336,2018-09-11 00:01:30.750,2018-09-11 00:01:38.750,11.755411,8.0
337,2018-09-11 00:23:37.250,2018-09-11 00:23:42.750,3.5052423,5.5
338,2018-09-11 00:23:52.250,2018-09-11 00:23:57.750,5.008337,5.5
339,2018-09-11 07:05:05.750,2018-09-11 07:05:07.750,-5.9804015,2.0
340,2018-09-11 07:38:17.750,2018-09-11 07:38:20.750,10.197508,3.0
341,2018-09-11 07:38:36.250,2018-09-11 07:38:38.750,7.9599094,2.5
342,2018-09-11 07:39:48.250,2018-09-11 07:39:53.750,-18.787521,5.5
343,2018-09-16 19:20:01.250,2018-09-16 19:20:11.750,5.013111,10.5
344,2018-09-28 00:29:57.750,2018-09-28 00:29:59.750,3.3935204,2.0
345,2019-05-28 19:28:56.750,2019-05-28 19:29:11.750,3.4534183,15.0
346,2019-06-29 23:29:15.750,2019-06-29 23:29:26.250,-4.4625473,10.5
347,2019-07-02 18:33:57.750,2019-07-02 18:34:02.250,9.430391,4.5
348,2019-07-06 16:47:25.750,2019-07-06 16:47:31.250,-2.960117,5.5
349,2019-07-08 02:59:05.750,2019-07-08 02:59:08.750,-1.9344953,3.0
350,2019-07-13 15:51:31.750,2019-07-13 15:51:54.250,8.663462,22.5
351,2019-07-14 21:39:47.750,2019-07-14 21:39:57.750,-5.3497906,10.0
352,2019-07-19 09:24:29.750,2019-07-19 09:24:32.750,-2.6190972,3.0
353,2019-07-20 11:59:40.750,2019-07-20 11:59:47.750,4.215347,7.0
354,2019-07-21 14:52:55.250,2019-07-21 14:53:00.250,1.8919326,5.0
355,2019-07-25 01:05:14.750,2019-07-25 01:05:27.250,0.4979172,12.5
356,2019-07-25 21:22:08.750,2019-07-25 21:22:17.250,7.378318,8.5
357,2019-07-25 21:26:30.250,2019-07-25 21:26:32.250,3.6183476,2.0
358,2019-07-25 21:38:35.750,2019-07-25 21:38:41.750,2.395415,6.0
359,2019-07-25 21:40:20.750,2019-07-25 21:40:32.250,4.404534,11.5
360,2019-07-25 21:42:27.750,2019-07-25 21:42:31.750,-3.8260183,4.0
361,2019-07-25 22:18:44.250,2019-07-25 22:18:46.250,-5.551915,2.0
362,2019-07-29 03:56:18.250,2019-07-29 03:56:22.250,3.0861282,4.0
363,2019-08-01 22:18:38.750,2019-08-01 22:18:43.250,-5.18308,4.5
364,2019-08-01 22:40:27.750,2019-08-01 22:40:47.250,1.3026077,19.5
365,2019-08-03 18:47:33.750,2019-08-03 18:47:36.250,-2.3866093,2.5
366,2019-08-05 12:23:37.250,2019-08-05 12:23:39.250,-7.0793014,2.0
367,2019-08-05 15:51:37.750,2019-08-05 15:51:44.750,8.546989,7.0
368,2019-08-05 22:20:45.750,2019-08-05 22:21:03.250,6.9617624,17.5
369,2019-08-07 11:47:30.250,2019-08-07 11:47:36.250,-1.1336051,6.0
370,2019-08-07 18:36:46.250,2019-08-07 18:37:00.750,3.159194,14.5
371,2019-08-08 09:28:07.750,2019-08-08 09:28:14.250,-1.4349514,6.5
372,2019-08-08 12:49:03.750,2019-08-08 12:49:10.250,6.4201765,6.5
373,2019-08-08 12:53:02.750,2019-08-08 12:53:07.750,1.4560432,5.0
374,2019-08-08 14:21:43.250,2019-08-08 14:21:48.750,-10.010343,5.5
375,2019-08-11 04:38:14.250,2019-08-11 04:38:23.250,-3.2473633,9.0
376,2019-08-12 14:12:16.750,2019-08-12 14:12:22.250,1.3670297,5.5
377,2019-08-12 14:18:31.750,2019-08-12 14:18:37.250,1.4950701,5.5
378,2019-08-12 14:19:23.250,2019-08-12 14:19:24.750,-5.5188594,1.5
379,2019-08-12 14:20:08.250,2019-08-12 14:20:13.250,5.4855084,5.0
380,2019-08-12 14:22:39.250,2019-08-12 14:23:08.750,16.942768,29.5
381,2019-08-12 14:47:42.250,2019-08-12 14:47:43.750,4.633812,1.5
382,2019-08-12 18:23:06.750,2019-08-12 18:23:14.250,5.37439,7.5
383,2019-08-13 03:50:23.750,2019-08-13 03:50:27.750,5.04044,4.0
384,2019-08-14 06:30:48.750,2019-08-14 06:30:55.250,3.1930246,6.5
385,2019-08-14 09:52:26.250,2019-08-14 09:52:30.750,-1.3107564,4.5
386,2019-08-14 10:30:30.750,2019-08-14 10:30:37.250,-3.5778754,6.5
387,2019-08-14 15:39:36.250,2019-08-14 15:39:41.250,3.891337,5.0
388,2019-08-15 20:47:20.250,2019-08-15 20:47:25.250,-5.1434107,5.0
389,2019-08-15 21:23:40.750,2019-08-15 21:23:47.750,5.7803445,7.0
390,2019-08-16 09:30:02.250,2019-08-16 09:30:03.250,-5.5883427,1.0
391,2019-08-16 09:40:57.250,2019-08-16 09:41:01.750,-7.4697056,4.5
392,2019-08-17 08:50:31.750,2019-08-17 08:50:40.750,9.55862,9.0
393,2019-09-01 01:02:01.750,2019-09-01 01:02:16.750,5.7693644,15.0
394,2019-09-01 07:20:29.250,2019-09-01 07:20:35.250,14.637931,6.0
395,2019-09-01 08:04:21.750,2019-09-01 08:04:25.250,5.2735395,3.5
396,2019-09-01 08:08:28.750,2019-09-01 08:08:34.250,4.2056093,5.5
397,2019-09-01 08:08:43.750,2019-09-01 08:08:47.750,5.2452126,4.0
398,2019-09-01 08:11:44.750,2019-09-01 08:11:47.250,6.8154793,2.5
399,2019-09-01 08:40:19.250,2019-09-01 08:40:22.250,6.3188353,3.0
400,2019-09-01 14:57:52.250,2019-09-01 14:57:54.750,-3.0092988,2.5
401,2019-09-01 17:55:48.750,2019-09-01 17:55:50.750,-3.2426462,2.0
402,2019-09-02 01:21:26.750,2019-09-02 01:21:47.750,3.2879817,21.0
403,2019-09-02 06:13:08.250,2019-09-02 06:13:21.750,3.6572094,13.5
404,2019-09-02 06:27:05.750,2019-09-02 06:27:12.750,-2.3198826,7.0
405,2019-09-02 06:27:41.750,2019-09-02 06:27:45.250,2.9647703,3.5
406,2019-09-02 06:36:03.250,2019-09-02 06:36:10.250,-2.032779,7.0
407,2019-09-02 06:41:00.750,2019-09-02 06:41:04.750,3.6208816,4.0
408,2019-09-02 06:42:59.750,2019-09-02 06:43:05.750,3.3989232,6.0
409,2019-09-02 06:46:31.250,2019-09-02 06:46:35.750,5.568926,4.5
410,2019-09-02 06:46:42.250,2019-09-02 06:46:46.750,-4.218115,4.5
411,2019-09-05 06:38:00.250,2019-09-05 06:38:12.250,7.031313,12.0
412,2019-09-05 16:22:08.250,2019-09-05 16:22:25.750,3.9373221,17.5
413,2019-09-05 16:45:28.250,2019-09-05 16:45:30.250,-2.749343,2.0
414,2019-09-05 16:58:58.750,2019-09-05 16:59:04.250,6.323167,5.5
415,2019-09-05 17:16:26.750,2019-09-05 17:16:30.250,2.757803,3.5
416,2019-09-05 20:36:40.250,2019-09-05 20:36:43.250,5.484036,3.0
417,2019-09-05 20:49:16.750,2019-09-05 20:49:23.250,12.860408,6.5
418,2019-09-05 21:10:26.250,2019-09-05 21:10:31.750,-3.1331444,5.5
419,2019-09-05 21:11:33.250,2019-09-05 21:11:53.750,-3.5472028,20.5
420,2019-09-05 21:11:58.750,2019-09-05 21:12:03.250,11.636278,4.5
421,2019-09-05 21:46:01.750,2019-09-05 21:46:14.250,5.247093,12.5
422,2019-09-05 23:18:03.750,2019-09-05 23:18:08.250,-5.4519205,4.5
423,2019-09-05 23:20:05.750,2019-09-05 23:20:07.250,-4.049834,1.5
424,2019-09-06 01:57:08.750,2019-09-06 01:57:13.750,3.7239294,5.0
425,2019-09-06 03:32:43.750,2019-09-06 03:32:50.250,-5.02979,6.5
426,2019-09-06 04:20:13.750,2019-09-06 04:20:21.750,5.087517,8.0
427,2019-09-06 04:23:11.750,2019-09-06 04:23:18.250,4.092532,6.5
428,2019-09-06 04:35:11.750,2019-09-06 04:35:21.250,5.5785103,9.5
429,2019-09-06 04:37:41.750,2019-09-06 04:37:45.250,18.784435,3.5
430,2019-09-06 04:38:54.750,2019-09-06 04:38:56.250,2.7694135,1.5
431,2019-09-06 04:42:33.750,2019-09-06 04:42:34.750,3.203792,1.0
432,2019-09-06 04:47:25.750,2019-09-06 04:47:31.250,4.0024114,5.5
433,2019-09-06 04:49:04.250,2019-09-06 04:49:06.250,-3.6575077,2.0
434,2019-09-06 05:09:24.250,2019-09-06 05:09:27.250,-7.055889,3.0
435,2019-09-06 05:09:42.750,2019-09-06 05:09:46.750,-5.795371,4.0
436,2019-09-08 20:26:50.750,2019-09-08 20:26:53.750,-5.096111,3.0
437,2019-09-08 23:17:42.750,2019-09-08 23:17:52.250,-3.8223267,9.5
438,2019-09-09 00:03:17.250,2019-09-09 00:03:24.750,5.4840336,7.5
439,2019-09-09 01:30:20.750,2019-09-09 01:30:36.750,1.9799083,16.0
440,2019-09-09 04:53:35.250,2019-09-09 04:53:44.750,5.5182595,9.5
441,2019-09-09 06:13:50.250,2019-09-09 06:13:56.750,18.269308,6.5
442,2019-09-12 16:33:32.750,2019-09-12 16:33:36.750,2.988724,4.0
443,2019-09-13 03:03:47.250,2019-09-13 03:03:57.250,1.730479,10.0
444,2019-09-24 02:33:06.250,2019-09-24 02:33:13.750,8.48052,7.5
445,2019-09-24 02:33:19.750,2019-09-24 02:33:22.750,6.136145,3.0
446,2019-09-24 02:36:27.750,2019-09-24 02:36:46.250,15.597444,18.5
447,2020-06-27 23:03:46.750,2020-06-27 23:03:56.250,-7.6085196,9.5
448,2020-07-11 20:00:47.250,2020-07-11 20:00:53.250,-2.9502509,6.0
449,2020-07-13 05:46:07.250,2020-07-13 05:46:23.250,-6.0577383,16.0
450,2020-07-13 05:54:40.750,2020-07-13 05:54:46.750,-4.691204,6.0
451,2020-07-16 18:08:43.250,2020-07-16 18:08:58.250,-3.0542893,15.0
452,2020-07-22 11:33:34.250,2020-07-22 11:33:38.750,5.745603,4.5
453,2020-07-24 07:51:31.250,2020-07-24 07:51:37.250,13.502214,6.0
454,2020-07-24 09:42:10.750,2020-07-24 09:42:15.250,10.848602,4.5
455,2020-07-24 09:45:06.250,2020-07-24 09:45:15.250,7.8806715,9.0
456,2020-07-27 01:06:10.250,2020-07-27 01:06:22.750,-3.0489168,12.5
457,2020-07-27 01:14:05.250,2020-07-27 01:14:09.250,6.7805634,4.0
458,2020-07-27 02:33:57.250,2020-07-27 02:34:04.250,3.0765135,7.0
459,2020-07-27 11:38:13.250,2020-07-27 11:38:25.250,2.7542472,12.0
460,2020-07-27 11:50:25.750,2020-07-27 11:50:45.250,4.0181103,19.5
461,2020-07-29 01:06:31.250,2020-07-29 01:06:40.250,2.4952826,9.0
462,2020-07-29 17:02:29.250,2020-07-29 17:02:35.250,-3.6825223,6.0
463,2020-07-29 19:21:26.250,2020-07-29 19:21:31.750,3.366464,5.5
464,2020-07-29 19:21:41.250,2020-07-29 19:21:45.750,5.0119457,4.5
465,2020-07-29 19:21:53.250,2020-07-29 19:21:57.750,3.2004304,4.5
466,2020-07-29 19:22:19.250,2020-07-29 19:22:22.250,2.2986195,3.0
467,2020-07-31 09:41:58.250,2020-07-31 09:42:06.250,-3.40093,8.0
468,2020-07-31 10:34:40.750,2020-07-31 10:34:45.250,-5.624082,4.5
469,2020-08-01 17:00:32.250,2020-08-01 17:00:45.750,5.129155,13.5
470,2020-08-02 16:37:00.750,2020-08-02 16:37:04.250,3.21121,3.5
471,2020-08-02 16:51:55.750,2020-08-02 16:51:59.250,16.919605,3.5
472,2020-08-02 17:06:19.750,2020-08-02 17:06:21.250,-3.48418,1.5
473,2020-08-02 17:13:01.250,2020-08-02 17:13:02.250,-7.1545124,1.0
474,2020-08-02 17:17:11.250,2020-08-02 17:17:19.250,5.527898,8.0
475,2020-08-03 00:30:34.750,2020-08-03 00:30:42.250,4.403344,7.5
476,2020-08-03 00:31:29.250,2020-08-03 00:31:45.750,8.639981,16.5
477,2020-08-03 01:05:45.750,2020-08-03 01:05:46.750,-6.097987,1.0
478,2020-08-03 01:07:00.250,2020-08-03 01:07:01.250,5.2364054,1.0
479,2020-08-03 01:07:01.250,2020-08-03 01:07:03.250,-2.776398,2.0
480,2020-08-03 01:08:34.750,2020-08-03 01:08:47.750,13.123124,13.0
481,2020-08-03 01:09:00.750,2020-08-03 01:09:02.250,-5.8748198,1.5
482,2020-08-03 01:09:51.750,2020-08-03 01:09:54.250,-6.7641745,2.5
483,2020-08-03 01:09:58.750,2020-08-03 01:10:01.250,-9.759179,2.5
484,2020-08-03 01:10:27.250,2020-08-03 01:10:35.250,15.099476,8.0
485,2020-08-03 01:28:31.250,2020-08-03 01:28:36.250,-4.6276217,5.0
486,2020-08-03 01:32:36.750,2020-08-03 01:32:40.250,-10.218593,3.5
487,2020-08-03 01:33:00.250,2020-08-03 01:33:09.250,6.235195,9.0
488,2020-08-03 01:34:07.250,2020-08-03 01:34:10.750,-6.3981338,3.5
489,2020-08-03 01:35:30.250,2020-08-03 01:35:33.250,-9.1153345,3.0
490,2020-08-03 01:38:03.250,2020-08-03 01:38:07.750,-6.1674843,4.5
491,2020-08-05 13:24:28.750,2020-08-05 13:24:40.250,5.3440866,11.5
492,2020-08-05 14:15:54.750,2020-08-05 14:15:59.750,-2.683055,5.0
493,2020-08-05 14:17:45.250,2020-08-05 14:17:50.750,-4.909127,5.5
494,2020-08-05 14:18:17.750,2020-08-05 14:18:21.250,2.9922445,3.5
495,2020-08-05 14:18:34.750,2020-08-05 14:18:41.750,5.935078,7.0
496,2020-08-05 14:18:56.250,2020-08-05 14:18:59.250,6.287722,3.0
497,2020-08-05 14:25:46.250,2020-08-05 14:25:57.250,-4.3641148,11.0
498,2020-08-05 14:27:21.750,2020-08-05 14:27:24.250,-2.6746502,2.5
499,2020-08-05 14:29:27.250,2020-08-05 14:29:29.250,-5.430004,2.0
500,2020-08-05 14:33:17.750,2020-08-05 14:33:31.250,3.2783813,13.5
501,2020-08-05 15:13:01.250,2020-08-05 15:13:05.250,-3.6380818,4.0
502,2020-08-05 19:41:41.750,2020-08-05 19:41:50.750,4.7194324,9.0
503,2020-08-05 19:42:08.750,2020-08-05 19:42:32.750,14.392618,24.0
504,2020-08-06 02:46:46.750,2020-08-06 02:46:52.750,-3.623551,6.0
505,2020-08-06 03:10:37.250,2020-08-06 03:10:43.750,-2.6860616,6.5
506,2020-08-06 03:19:24.250,2020-08-06 03:19:33.250,6.8332653,9.0
507,2020-08-06 03:19:56.750,2020-08-06 03:19:59.250,-6.301888,2.5
508,2020-08-06 03:30:46.750,2020-08-06 03:30:57.250,11.349665,10.5
509,2020-08-06 03:31:15.750,2020-08-06 03:31:17.750,-2.096678,2.0
510,2020-08-06 03:31:17.750,2020-08-06 03:31:20.750,2.2714467,3.0
511,2020-08-06 08:58:02.250,2020-08-06 08:58:05.250,4.586157,3.0
512,2020-08-23 23:12:25.250,2020-08-23 23:12:35.250,5.6232624,10.0
513,2020-08-24 02:52:31.750,2020-08-24 02:52:36.250,-9.2153015,4.5
514,2020-08-24 02:55:11.250,2020-08-24 02:55:30.750,3.7698927,19.5
515,2020-08-24 03:05:07.750,2020-08-24 03:05:14.750,2.802041,7.0
516,2020-08-24 03:07:16.750,2020-08-24 03:07:26.750,-2.8241272,10.0
517,2020-08-26 21:50:35.750,2020-08-26 21:50:40.750,1.253429,5.0
518,2020-08-26 21:52:50.250,2020-08-26 21:52:53.750,-3.7187362,3.5
519,2020-08-26 21:54:23.250,2020-08-26 21:54:30.250,10.833573,7.0
520,2020-08-26 21:56:42.750,2020-08-26 21:56:46.250,4.498023,3.5
521,2020-08-26 22:53:35.250,2020-08-26 22:53:37.750,-4.0278473,2.5
522,2020-08-26 22:53:42.750,2020-08-26 22:53:46.750,-10.840839,4.0
523,2020-08-26 22:55:04.250,2020-08-26 22:55:06.250,-1.4598438,2.0
524,2020-08-26 22:55:45.750,2020-08-26 22:55:59.750,8.810226,14.0
525,2020-08-26 23:35:47.250,2020-08-26 23:35:49.750,3.743794,2.5
526,2020-08-26 23:37:05.750,2020-08-26 23:37:08.750,-3.618517,3.0
527,2020-08-26 23:37:08.750,2020-08-26 23:37:14.750,2.922749,6.0
528,2020-08-26 23:39:06.750,2020-08-26 23:39:08.250,-1.4236056,1.5
529,2020-08-26 23:46:38.250,2020-08-26 23:46:40.750,5.885341,2.5
530,2020-08-26 23:49:27.250,2020-08-26 23:49:35.250,-4.074679,8.0
531,2020-08-26 23:50:15.250,2020-08-26 23:50:16.250,-2.8625908,1.0
532,2020-08-27 00:11:25.750,2020-08-27 00:11:31.250,-7.864873,5.5
533,2020-08-27 02:00:58.750,2020-08-27 02:01:19.250,6.712594,20.5
534,2020-08-27 02:02:34.250,2020-08-27 02:02:36.250,1.7963743,2.0
535,2020-08-27 02:22:54.250,2020-08-27 02:23:13.750,-7.0780725,19.5
536,2020-08-27 02:54:06.750,2020-08-27 02:54:19.250,5.8895016,12.5
537,2020-08-27 02:59:31.750,2020-08-27 02:59:37.750,2.2985234,6.0
538,2020-08-27 03:11:51.250,2020-08-27 03:11:57.250,-2.6203175,6.0
539,2020-08-27 03:13:12.750,2020-08-27 03:13:15.750,-0.96862614,3.0
540,2020-08-27 03:28:12.250,2020-08-27 03:28:16.250,-2.5538201,4.0
541,2020-08-29 09:34:24.250,2020-08-29 09:34:26.250,3.158777,2.0
542,2020-08-29 09:54:38.250,2020-08-29 09:54:41.250,7.2143664,3.0
543,2020-08-29 09:58:01.250,2020-08-29 09:58:07.750,18.210531,6.5
544,2020-08-29 09:58:43.750,2020-08-29 09:58:54.250,-8.726989,10.5
545,2020-08-29 10:03:38.250,2020-08-29 10:03:39.750,5.3528886,1.5
546,2020-08-29 16:25:28.750,2020-08-29 16:25:39.250,7.709875,10.5
547,2020-08-29 19:15:24.750,2020-08-29 19:15:43.750,8.602984,19.0
548,2020-08-29 19:19:32.750,2020-08-29 19:19:34.750,3.8638253,2.0
549,2020-08-29 21:33:10.750,2020-08-29 21:33:13.750,2.4835675,3.0
550,2020-08-30 05:41:41.750,2020-08-30 05:41:43.750,2.359847,2.0
551,2020-08-30 05:43:01.250,2020-08-30 05:43:07.250,5.5369425,6.0
552,2020-08-30 06:12:14.750,2020-08-30 06:12:23.250,-4.794597,8.5
553,2020-09-02 06:40:25.750,2020-09-02 06:40:28.250,-4.1549025,2.5
554,2020-09-02 06:42:00.750,2020-09-02 06:42:08.750,2.690583,8.0
555,2020-09-02 08:37:43.250,2020-09-02 08:37:46.250,4.162843,3.0
556,2020-09-02 08:41:54.250,2020-09-02 08:41:59.750,-3.1697984,5.5
557,2020-09-02 18:48:10.250,2020-09-02 18:48:23.250,-6.4899006,13.0
558,2020-09-02 20:56:43.750,2020-09-02 20:56:53.250,1.7724354,9.5
559,2020-09-02 21:07:01.250,2020-09-02 21:07:04.250,-2.4295382,3.0
560,2020-09-02 21:33:46.250,2020-09-02 21:33:51.250,4.721823,5.0
561,2020-09-02 21:41:31.750,2020-09-02 21:41:37.250,2.3581166,5.5
562,2020-09-02 21:47:03.250,2020-09-02 21:47:09.250,-2.9855895,6.0
563,2020-09-14 02:31:34.250,2020-09-14 02:31:39.750,-3.3915215,5.5
564,2020-09-14 03:51:22.250,2020-09-14 03:51:25.750,2.6248386,3.5
565,2020-09-14 04:32:33.750,2020-09-14 04:32:41.750,6.086122,8.0
566,2021-06-30 14:10:43.750,2021-06-30 14:10:48.750,-0.6225224,5.0
567,2021-06-30 17:59:59.750,2021-06-30 18:00:09.750,7.0202703,10.0
568,2021-06-30 21:58:53.250,2021-06-30 21:58:56.250,-4.9428124,3.0
569,2021-07-04 01:11:36.750,2021-07-04 01:11:39.250,-5.8525476,2.5
570,2021-07-14 17:55:42.750,2021-07-14 17:56:05.250,13.613388,22.5
571,2021-07-14 17:59:43.750,2021-07-14 17:59:48.250,-4.4989414,4.5
572,2021-07-14 21:45:27.250,2021-07-14 21:45:39.750,-7.2171745,12.5
573,2021-07-14 21:45:50.250,2021-07-14 21:45:57.750,-3.8825934,7.5
574,2021-07-15 01:04:10.750,2021-07-15 01:04:25.750,4.1453524,15.0
575,2021-07-15 14:24:59.250,2021-07-15 14:25:10.750,2.5210974,11.5
576,2021-07-22 07:26:17.250,2021-07-22 07:26:34.750,9.444154,17.5
577,2021-07-22 07:50:07.250,2021-07-22 07:50:15.750,4.8285666,8.5
578,2021-07-22 08:22:33.750,2021-07-22 08:22:37.250,-6.9192443,3.5
579,2021-07-22 08:23:10.750,2021-07-22 08:23:12.750,-9.774499,2.0
580,2021-07-22 10:18:40.750,2021-07-22 10:18:51.250,5.297786,10.5
581,2021-07-22 10:19:31.750,2021-07-22 10:19:39.250,-9.450336,7.5
582,2021-07-22 10:19:53.750,2021-07-22 10:20:10.250,7.5165052,16.5
583,2021-07-22 10:20:10.250,2021-07-22 10:20:15.750,-6.7680125,5.5
584,2021-07-29 00:35:09.750,2021-07-29 00:35:19.750,-14.217909,10.0
585,2021-07-29 00:41:12.250,2021-07-29 00:41:15.250,-7.3980103,3.0
586,2021-07-29 04:20:11.250,2021-07-29 04:20:21.250,-1.6196603,10.0
587,2021-07-29 04:22:35.750,2021-07-29 04:22:40.250,-7.4884906,4.5
588,2021-08-01 11:06:28.750,2021-08-01 11:06:31.750,3.2955961,3.0
589,2021-08-01 11:08:55.250,2021-08-01 11:09:03.250,2.917214,8.0
590,2021-08-15 01:19:06.250,2021-08-15 01:19:11.750,6.500945,5.5
591,2021-08-15 05:52:23.750,2021-08-15 05:52:26.750,-2.5419772,3.0
592,2021-08-15 05:52:40.250,2021-08-15 05:52:42.250,3.7455432,2.0
593,2021-08-15 05:55:29.750,2021-08-15 05:55:36.750,-7.0249596,7.0
594,2021-08-15 05:56:05.750,2021-08-15 05:56:09.250,8.759392,3.5
595,2021-08-15 13:15:09.250,2021-08-15 13:15:14.750,-2.9419003,5.5
596,2021-08-15 15:46:49.750,2021-08-15 15:46:58.250,3.727315,8.5
597,2021-08-18 17:36:10.750,2021-08-18 17:36:14.750,1.9016562,4.0
598,2021-08-18 19:15:14.250,2021-08-18 19:15:19.250,0.8111078,5.0
599,2021-08-22 04:45:31.750,2021-08-22 04:45:37.750,3.3347464,6.0
600,2021-08-22 06:16:39.750,2021-08-22 06:16:40.750,-1.8378608,1.0
601,2021-08-22 06:18:21.750,2021-08-22 06:18:38.250,-2.425577,16.5
602,2021-08-22 06:23:44.250,2021-08-22 06:23:57.750,5.052066,13.5
603,2021-08-22 06:26:08.250,2021-08-22 06:26:16.750,3.08665,8.5
604,2021-08-22 07:17:32.250,2021-08-22 07:17:38.750,-2.6748953,6.5
605,2021-08-22 07:24:13.250,2021-08-22 07:24:37.750,4.016369,24.5
606,2021-08-26 02:46:22.250,2021-08-26 02:46:32.750,-3.0958061,10.5
607,2021-08-29 04:24:24.250,2021-08-29 04:24:40.750,3.273516,16.5
608,2021-09-01 08:08:42.250,2021-09-01 08:08:53.750,-1.801873,11.5
609,2021-09-01 09:34:52.250,2021-09-01 09:35:10.250,8.86503,18.0
610,2021-09-01 21:40:54.250,2021-09-01 21:41:05.250,-5.9929295,11.0
611,2021-09-01 22:49:30.750,2021-09-01 22:49:47.250,5.232376,16.5
612,2021-09-02 00:27:49.250,2021-09-02 00:27:52.750,-0.71568584,3.5
613,2021-09-02 01:55:00.250,2021-09-02 01:55:17.750,3.8733435,17.5
614,2021-09-04 23:40:00.750,2021-09-04 23:40:07.250,-1.9149776,6.5
615,2021-09-05 00:43:40.250,2021-09-05 00:43:43.750,3.0267084,3.5
616,2021-09-05 00:51:27.750,2021-09-05 00:51:38.750,-3.3766122,11.0
617,2021-09-05 01:02:14.250,2021-09-05 01:02:20.250,-2.0392888,6.0
618,2021-09-05 02:13:44.250,2021-09-05 02:13:45.750,3.7395012,1.5
619,2021-09-05 03:04:50.250,2021-09-05 03:04:53.250,2.1945434,3.0
620,2021-09-05 03:23:01.750,2021-09-05 03:23:06.250,-4.2108793,4.5
621,2021-09-08 12:59:50.250,2021-09-08 12:59:58.750,9.484988,8.5
622,2022-07-04 11:57:04.750,2022-07-04 11:57:10.250,-2.4005268,5.5
623,2022-07-11 12:11:04.250,2022-07-11 12:11:10.750,14.142414,6.5
624,2022-07-11 12:21:20.750,2022-07-11 12:21:24.250,-9.840606,3.5
625,2022-07-11 12:21:38.250,2022-07-11 12:21:42.750,-16.484833,4.5
626,2022-07-11 14:48:14.750,2022-07-11 14:48:29.250,-6.3144364,14.5
627,2022-07-12 02:08:16.250,2022-07-12 02:08:23.250,-6.796848,7.0
628,2022-07-12 02:14:09.750,2022-07-12 02:14:12.750,-4.7121186,3.0
629,2022-07-12 06:16:57.250,2022-07-12 06:16:59.750,-5.1668715,2.5
630,2022-07-12 06:20:38.750,2022-07-12 06:20:49.750,-19.64658,11.0
631,2022-07-19 06:09:49.250,2022-07-19 06:10:02.750,7.2598934,13.5
632,2022-07-19 06:12:30.750,2022-07-19 06:12:36.750,8.139458,6.0
633,2022-07-19 06:15:14.250,2022-07-19 06:15:17.750,11.440801,3.5
634,2022-07-21 23:53:43.750,2022-07-21 23:54:03.250,-10.295269,19.5
635,2022-07-22 05:14:01.250,2022-07-22 05:14:03.750,-0.7645589,2.5
636,2022-07-22 06:04:43.250,2022-07-22 06:04:46.250,-2.9983292,3.0
637,2022-07-22 06:06:02.250,2022-07-22 06:06:05.750,-4.5831614,3.5
638,2022-07-23 04:45:00.250,2022-07-23 04:45:04.750,-2.0017557,4.5
639,2022-08-19 03:25:07.250,2022-08-19 03:25:11.250,-3.3649173,4.0
640,2022-08-19 03:25:14.250,2022-08-19 03:25:15.250,-1.7849077,1.0
641,2022-08-19 03:50:52.250,2022-08-19 03:50:53.750,5.836302,1.5
642,2022-08-30 06:07:13.250,2022-08-30 06:07:16.250,-5.785345,3.0
643,2022-10-23 09:19:31.750,2022-10-23 09:19:48.250,11.754953,16.5
644,2022-10-23 13:22:54.250,2022-10-23 13:23:01.250,15.880832,7.0
645,2022-10-23 14:22:51.750,2022-10-23 14:22:53.250,2.4880679,1.5
646,2022-10-23 14:31:44.250,2022-10-23 14:31:46.250,-6.524241,2.0
647,2022-10-23 14:56:02.750,2022-10-23 14:56:04.250,-5.800842,1.5
